, '姓名', '简介,,,,,,,,,,,,,,,,,
74', '李鹤林', '李鹤林（1937.07.05- ）,石油机械用钢及石油管工程专家,祖籍湖北省襄阳市，生于陕西省汉中市南郑区,中共党员,1961年毕业于西安交通大学金属材料及热处理专业,曾任石油工业部钻井采油机械研究所技术员，宝鸡石油机械厂中心试验室主任、冶金研究所所长、副总工程师（总冶金师），中国石油天然气集团公司管材研究所所长,现任中国石油集团石油管工程技术研究院高级顾问、名誉院长，中国机械工程学会失效分析分会理事长，陕西省材料研究学会理事长,,,,,,,,,,,
75', '李鸿志', '李鸿志（1937.05.31- ）,弹道学家,生于北京，原籍天津,1961年毕业于炮兵工程学院,南京理工大学教授，曾任南京理工大学校长与弹道国防科技重点实验室主任,,,,,,,,,,,,,
76', '李明', '李明（1936.11.17- ）,飞机自动化专家,湖北省黄陂县人,1963年毕业于中国人民解放军军事工程学院,现任研究员、首席专家,,,,,,,,,,,,,
77', '梁晋才', '梁晋才（1927.12.17- ）,航天自动控制专家,原籍广东南海县，出生于北京,1950年毕业于北京大学工学院,1957年留学原苏联莫斯科包曼工学院，攻读自动控制，1961年获副博士学位,中国航天科技集团公司第八研究院研究员,,,,,,,,,,,,
78', '林尚扬', '林尚扬（1932.03.16- ）,焊接专家,福建省厦门市人,1961年毕业于哈尔滨工业大学,哈尔滨焊接研究所高级工程师（研）,曾任哈尔滨焊接研究所副总工程师、技术委员会主任；曾兼任机械科学研究总院技术委员会副主任，哈尔滨市科协主席，黑龙江省老年科协第一副主席，中国机械工程学会焊接学会秘书长,,,,,,,,,,,,
79', '林宗虎', '林宗虎（1933.05.13- ）,热能工程专家,浙江省湖州市人,中共党员,1957年交通大学锅炉专业研究生毕业,1980－1982年任美国迈阿密大学访问教授,曾任国家自然科学基金评审组成员、国家科技奖励机械评委会评委、流体机械国家工程研究中心学术委员会主任、锅炉煤清洁燃烧国家工程研究中心和动力工程多相流国家重点实验室学术委员会委员、香港评审局专家、中国工程热物理学会副理事长、陕西省工程热物理学会、陕西省计量测试学会副理事长及美国《国际工程流体力学》期刊国际顾问等职,现任西安交通大学一级教授、热能专业博士生导师、《中国工程热物理学报》副主编、《工业锅炉期刊》名誉主编等职,,,,,,,,,,
80', '柳百成', '柳百成（1933.02.11- ）,铸造及材料工程专家,生于上海市，祖籍江苏常州,中共党员,1955年毕业于清华大学机械工程系,1978年到1981年以访问学者身份在美国威斯康星大学及麻省理工学院进修,现任清华大学机械工程学院及材料科学与工程学院教授,兼任制造强国建设战略咨询委员会委员,,,,,,,,,,
81', '刘大响', '刘大响（1937.10.14- ）,航空动力专家,湖南省祁东县人,中共党员,1960年毕业于北京航空学院，并留校攻读副博士研究生,曾任中国燃气涡轮研究院总工程师、总设计师和第一总设计师，中国航空工业集团公司科技委副主任,现任北京航空航天大学教授、博士生导师,中国航空工业集团公司和中国航空发动机集团公司高级顾问,南京航空航天大学能源与动力工程学院名誉院长,,,,,,,,,
82', '刘友梅', '刘友梅（1938.01.16- ）,轨道电力牵引动力专家,江西省上饶市人,无党派人士,1961年毕业于上海交通大学,曾任中车株洲电力机车有限公司总工程师、高速研究所所长,现任中车株洲电力机车有限公司专家委员会主任,,,,,,,,,,,
83', '龙乐豪', '龙乐豪（1938.07.04- ）,运载火箭与航天工程技术专家,武汉市人,现任中国运载火箭技术研究院运载火箭系列总设计师,曾任火箭总设计师兼总指挥、中国运载火箭技术研究院副院长、科技委主任、国家首次月球探测工程副总设计师,,,,,,,,,,,,,
84', '陆元九', '陆元九（1920.01.09- ）,自动控制、陀螺及惯性导航技术专家,安徽省滁州市人,1949年在美国麻省理工学院获得博士学位,现任中国航天科技集团科技委顾问,,,,,,,,,,,,,
85', '孟执中', '孟执中（1934.12.16- ）,中国气象卫星专家,出生于浙江诸暨,1956年毕业于华南工学院电讯系,曾任“风云一号”卫星总设计师,现任上海航天局科技委副主任，研究员，“风云三号”卫星总设计师,,,,,,,,,,,,
86', '闵桂荣', '闵桂荣（1933.06.02- ）,空间技术专家,福建省莆田县人,1952年考入厦门大学工学院就读，因院系调整1956年毕业于南京工学院,1963年前苏联科学院研究生毕业，获技术科学副博士学位,历任中国空间技术研究院院长、卫星总设计师、国家863计划航天领域专家委员会首席科学家等职,现任中国空间技术研究院技术顾问,中国科学院院士,,,,,,,,,,
87', '潘健生', '潘健生（1935.01.25- ）,热处理工艺与设备专家,1959年毕业于上海交通大学,现任上海交通大学教授,,,,,,,,,,,,,,
88', '潘镜芙', '潘镜芙（1930.01.20- ）,船舶工程专家,浙江省湖州市人,1952年毕业于浙江大学,船舶重工集团公司第七0一研究所研究员，曾任该所副所长兼副总工程师、驱逐舰总设计师,,,,,,,,,,,,,
89', '戚发轫', '戚发轫（1933.04.26- ）,空间技术专家,辽宁省复县人,1957年毕业于北京航空学院飞机系,现任中国空间技术研究院技术顾问，北京航空航天大学宇航学院名誉院长，博士生导师，国际宇航科学院院士,曾任中国空间技术研究院副院长、院长，担任过多个卫星型号和飞船的总设计师,第九、十届全国政治协商会议委员会委员,,,,,,,,,,,
90', '钱清泉', '钱清泉（1936.05.07- ）,铁道电气化自动化专家,江苏省丹阳市人,1960年毕业于唐山铁道学院,现任西南交通大学教授，国家轨道交通电气化与自动化工程技术研究中心主任,,,,,,,,,,,,,
91', '饶芳权', '饶芳权（1934.09.27- ）,电机专家,广东省大埔县人,1958年毕业于哈尔滨工业大学,,,,,,,,,,,,,,
92', '阮雪榆', '阮雪榆（1933.01.06- ）,压力加工专家,广东省中山市人,1953年毕业于上海交通大学，1954年至1956年在清华大学机械系进修,现任上海交通大学教授，博士生导师,曾任上海交通大学模具CAD国家工程研究中心主任、上海模具技术研究所所长、数字化制造国家技术中心主任、数字化造船国家工程实验室学术委员会主任、联合国教科文组织（UNESCO）冷锻技术教席负责人、国际冷锻学会ICFG会员,曾任美国福特汽车公司-上海交通大学C3P联合研究室主任、瑞士FEINTOOL公司高级顾问、国际环境保护与制造委员会（ICEM）常务委员、日本横滨国立大学访问教授、日本国熊本大学荣誉FELLOW,曾任《Production\u3000Engineering Research\u3000ａｎｄ\u3000Development》、《Journal of Materials Processing Technology》、《International Journal of Automotive Technology》、《Research in Engineering Design》等国际期刊编委,,,,,,,,,,
93', '沈闻孙', '沈闻孙（1930.05.06- ）,船舶设计专家，浙江海盐人,1953年毕业于上海交通大学,现任大连船舶重工集团有限公司高级工程师,,,,,,,,,,,,,,
94', '沈志云', '沈志云（1929.05.28- ）,机车车辆专家,湖南省长沙市人,1952年7月毕业于唐山铁道学院机械系，毕业后留本校工作，现任西南交通大学一级教授,1957至1961年留学原苏联列宁格勒铁道学院，获技术科学副博士学位, 2017年俄罗斯圣彼得堡交通大学授予荣誉博士学位,1982年9月至84年1月在美国麻省理工学院当访问学者,1991年当选中国科学院院士，1994年当选中国工程院院士,,,,,,,,,,
95', '苏哲子', '苏哲子（1935.12.08- ）,火炮武器系统设计专家,出生于陕西省咸阳市,中共党员,1959年毕业于北京工业学院（现北京理工大学）第三机械系坦克设计专业,毕业后，被分配至哈尔滨国营第674厂，先后任研究所设计组长，副所长，所长，1980年调至厂部，先后由兵器部任命为工厂副总工程师、总工程师兼科技委主任，155自行炮及武器系统总设计师,1998年调至兵器系统总体部，任副总工程师，PLZ45-155自行炮武器系统总设计师,2006年调至中国兵器科学研究院，任专职总设计师至今,兼任国防科工局和兵器工业集团科技委委员、中国兵工学会常任理事,,,,,,,,,
96', '孙敬良', '孙敬良（1930.07.14- ）,液体火箭发动机与运载火箭设计专家,山东省掖县人,1958年毕业于原苏联莫斯科茹可夫斯基军事航空工程学院,上海航天局研究员、三个卫星工程总设计师,,,,,,,,,,,,,
97', '唐任远', '唐任远（1931.06.25- ）,电气工程专家,上海市人,1952年毕业于上海交通大学,现任沈阳工业大学教授、国家稀土永磁电机工程技术研究中心主任,兼任中国电工技术学会常务理事暨永磁电机专业委员会名誉主任委员,曾任辽宁省科学技术协会副主席,,,,,,,,,,,
98', '涂铭旌', '涂铭旌（1928.11.15- ）,金属材料专家,重庆市人,1951年毕业于同济大学机械系，1955年北京钢铁学院金属材料系研究生毕业，现任四川大学教授，曾任第一届全国金属材料及热处理专业教学指导委员会主任委员，国家自然科学基金委员会材料学科评审组成员，国务院学位委员会“冶金与材料”学科评议组成员,1984年被评为国家级有突出贡献的中青年专家,1991年被收入《二十世纪中国名人辞典》,,,,,,,,,,,,
99', '王浚', '王浚（1935.07.29- ）,人机与环境工程技术专家,山西省孝义市人,中共党员,1959年毕业于北京航空学院（原）,现任北京航空航天大学教授、博士生导师，北京航空航天大学科协主席，中国制冷学会常务理事，航天推进剂制备及输运国家重点实验室学术委员会主任，国家“973”项目专家组长,,,,,,,,,,,,
100', '汪顺亭', '汪顺亭（1935.01.07- ）,惯性技术与导航设备专家,辽宁省大连市人,1962年毕业于原苏联莫斯科包曼国立技术大学,中国船舶工业总公司第七研究院第七0七研究所研究员,,,,,,,,,,,,,
101', '王兴治', '王兴治（1935.09.20- ）,制导技术专家,辽宁省辽阳市人,中共党员,1963年毕业于中国人民解放军军事工程学院,曾任西安现代控制技术研究所所长,现任中国兵工学会常务理事、陕西省决策咨询委员会委员,,,,,,,,,,,
102', '王永志', '王永志（1932.11.17- ）,航天技术专家,辽宁省昌图县人,1961年毕业于莫斯科航空学院,2003年度国家最高科学技术奖获得者,俄罗斯宇航科学院外籍院士，国际宇航科学院院士,现任中国载人航天工程高级顾问，清华大学航天航空学院院长,曾任中国运载火箭技术研究院院长，航空航天部工业部科技委副主任暨运载火箭系列总设计师、地地导弹系列总设计师，中国载人航天工程总设计师,,,,,,,,,,
103', '汪槱生', '汪槱生（1928.08.27- ）,电力电子技术专家,浙江省杭州市人,1950年毕业于浙江大学,浙江大学教授,,,,,,,,,,,,,
104', '王哲荣', '王哲荣（1935.10.05- ）,坦克车辆设计专家,河北省高阳县,1962年毕业于哈尔滨军事工程学院,教授级高工,63—84年承担多项坦克装甲车辆研制任务：代表军方参加协调第一代中型坦克研制并承担总体设计，获78年科学大会奖,主持研制出国内第一台燃气轮机试验坦克、新部件试验坦克,主持完成引进项目坦克复装、试验及资料编辑出版,上述工作为三代坦克研制奠定了技术基础,86年后，任国家四大重点装备研制项目之一的三代坦克副总设计师兼总体组长,会同总师确立“系统取胜”设计思想，专职15年主持全系统技术工作，是全系统全过程技术决策、组织实施的主要负责人之一,军工产品定型委员会结论：三代坦克是“我国自主开发研制的大型复杂武器系统”“综合性能具有世界先进水平，它的研制成功，是我国坦克装甲车辆研制能力和水平跃上新台阶的重要标志”,此项目获2001年国家科学技术进步奖一等奖，2000年国防科学技术一等奖(均排名2)；99年兵器某工程一等功；获科工委受阅装备项目金奖；2002年获何梁何利基金科学与技术进步奖,三代坦克投产及以其核心技术为必备条件研制成功的其他坦克投产，为我国坦克更新换代、装备作出重大贡献,三代坦克设计定型后，又承担了WZ123A（Y）项目总设计师,所培养20余名副主任设计师以上技术骨干，正承担高新工程任务,为我国坦克装甲技术发展作出突出贡献,
